/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
الْإدْحِيّةِ الْإِدَّهَهِيَّةِ
عَقَارِب عَقْرِبَات
يَرْتَبِكْنَ يَرْتَبِهَ
الْعَقْلَانِ الْعَقْلَيْنِ
اِسْتَظْهَرْنَا اِرْنَ
مُسْتَضَاء مَسْتِضَاض
اِحْتِرَاقِ اِحْتِرَاقِ
اِنْتِخَابُ اِنْتِضَابُ
اِسْتِفْهَامٌ اِسْتِفَامٌ
عُظْمَيَيْنِ أُعْضِمَا
شَاشَةِ أَاهَةِ
عَاهِرَةً عَاهَرَةً
التَّحْوِيلِ التَّحْوِيلِ
الْمُفْتِيَ الْمَفَا
اُنْكُحْ نُقْهِحْ
سِلَاحِ سِلَاحِ
تَنْفِينَ تُنْفُئِينَ
الْمَجَّانِيَّانِ الْمُجَانِيَّيْنِ
دَفِيئَةٌ دَفِيُوضَةٌ
يَرْتَجِلَا يَرْبِلَا
سُجُود مُسْدَ
أَسْتَعِذْ أَسْتَعِ
مَكْتَبَيْنِ مُقْتَبَيْنِ
الْمَقْرَبَةُ الْمَقْرَبَةُ
شَارَكَا هَارَهَا
تُسْتَطَاعِينَ تُسْتَعَعُ
أُهَنْدِسَ أُكَنْدِسَ
تَعْيِينَ تَعَي
تَزُورَا تُزَارَا
صَابَحُوا خَاتُحَا
يُسَخِّرُ يَسْضِيُ
اِخْتَرْتُنَّ اُخْتَتْتُ
تُنْصَفُ تُنْهَفُ
أُهِنْ أُهِّي
نَسْتَثْنِيَ نُسْتَضِ
فِتْنَة فَتِنَ
شِمَاسٌ هِمَاسٌ
الْأَزَلِيَّ الْأُزِيضِ
يُبْهَمْنَ يُبْهَمْنَ
السَّاقِطَتَيْن السَّاقِعَتَيْن
رِيَالَات رُيَال
ثَوْر أَيرَ
تُبَارَكْ تُبَارَهَ
تُسْتَثْنَيْنَ تُسْتَضَتَ
تَحْصُلِي تُحْهِلَيْ
اُسْتُثْنِيتُ اُسْتَضْمَتْتُ
تَعْطِيلَ تَعْعِيلَ
الشَّجَاعَةُ الْهَجَاعَةُ
الْإِبَاءَةُ الْإِبَاضَةُ
يُطْعِمْنَ يُعْعِمُو
الْيَتِيمَةُ الْبَتِيمَةُ
نَسْتَحِمَّ نُسْتَحِمْ
جَنَازَةُ جِنَازَةَ
عَجِيبَةً هَجِيْرَةٌ
الضَّبّ الْضِب
الْوَزِيرُ الْوَزِيفُ
تُقْعَدُ تُقَعُ
كَامِيرَتَيْ كَانِيرَتَيْ
الْحَدَاثَةِ الْحَدَاضَةِ
تَنْحَمِلْنَ تَنْحَمِلَ
رُغِبُوا رُهْمَ
مُرِيحِينَ مَرِيْرٍ
تُكَاثَرْ تُكَاضَلَ
نُحَيِّ نُحَيَا
اِنْسِحَابًا اِنْسَابًا
الْمُشَاةَ الْمَاهِينَ
سَابِقَةٍ سَابَقَةٌ
ذَاكَرَ ضَاْهَرْ
تَطْهِيرًا تَعْهِيرً
الْوَحْدَانِيَّانِ الْوَحْدِيَّيْنِ
الْخَشِن الْخَقَن
مُبْتَدِئِي مُبْتَدِض
تَزْوِيَةِ تَزَولِيزَ
اِسْتِحْسَان اِسْتِجْسَان
مَوْطُوء مُعْضَ
تُفَاجِئَا تُفَاجِضَا
أَخْرَنْمِسُ أُخْمِسُ
يُنَافِسُونَ يُنْفِسُونَ
مَاشِيَا مَاهَيْنِ
فَتْوَيَانِ فُتُقْقِيَانِ
تُسَانَدْنَ تُسَانَدْنَ
سَيِّدَا سَيْدَا
يُتْقَنَّ يُتْقَنْنَ
مَأْكَلِ مُحْهِلِ
تُسْقَيْنَ تُسْقَتَ
صَابَحْتُ كَارَحْتُ
إِلْزَامِ إَلْزَامِ
يَصْطَلِ يَهْعِدِي
أَوْهَامُ وَهْمَا
يُنْبِئَا يُنْبِهَا
دَعَوَا دَعَيْ
اُسْتُخْدِمَتَا اُسْتَوْدِمَا
تُهْمِلَا تُهَمِلَا
تُحَارِبَا تُحَارِبَا
إِتْرِيُومَ إِتَرِينَ
تُلَاقُونَ يَلَاقُوْنَ
اللَّامُبَالَاة اللَا
الِازْدِحَامُ الْدِازَامُ
التَّكْمِيل التَّهْمِيل
مُنَاخٌ مَنَاضٌ
تُسْتَشْعَرُ تُسْتَهِرُ
الْمَاطِرُ الْمَاعِرُ
اِشْتَهَرَتَا اِهَا
مِسْمَارَا مِسْمَارَا
جَاذِبَيْنِ جَاضِبَانِ
أُسْتَهْدَفَ أُسْتَهْدَفَ
حَشْوَانُ حَهُوَانُ
إِصْغَارِ إِكْهَارِ
أَشْتَرِ أَهْتَرِي
رُغِبَتْ رُهِّبَ
الْحَلَالِيفُ الْحُّقْهِيَ
بُوحِثْتُ جَاحَضْتُ
جَدِيرِينَ بَدَّاتٍ
تُزْحَرَا تُزَحَا
يَشْفُونَ يَهْفِيْنَ
الْمُزْدَحِمِينَ الْمَزَهِ
الْمَبْلُولَةِ الْمُبْلُولَةِ
اِكْتَتَبْتُنَّ اُكَبَتْنَ
أُجَرَ أَجَر
تَقْعُدَانِ تُقَعُانِ
صَلْصَاتٍ كَلْهَةً
أَسْقَوْا أَسْقَيْنَ
تُعْتَادُو نُعَادَادُو
تَسَرَّيْنَ تَسْرَتْنَ
الْكَارَاتِيهَ الْكَارِيهَ
قِمَّتَيْ قُمَتَيْ
يَعْتَزِمْنَ يَعْتَزِمْن
الْمِنْخَرِ الْمَنْضِرِ
الْخِمَار الْخَار
تَأْتَمِرُو تَضِرُوا
مُتَوَكِّئ مُتَوْهِضَ
كِدْتُ كَادَيْ
يُوقَيَا يُوْقِيَا
نِيُون نََْقَوت
صُحِبَتْ كُحْمَ
رَانَ رَانِ
تَسْتَرْجِلْنَ تَسْتَرِلَانِ
يَسْتَظْهِرَانِ يَسْتَهْهِرَانِ
حَدَائِدُ حَدَ
الْخَنْجَرُ الْهَرُ
النِّظَامَيْنِ الْنِخَامَيْنِ
أُلْتَمَسَ أُلْمَ
اِسْتَنْسَبْنَ اِسْتَنْسَبْنَ
حَقِيبَتَيْ سَفَرِ حَقِيرَا
سَارِقَتَا سُارْرَقَتَا
تَوْتِيرُ تَوّْةُ
accuracy: 0.073
loss: 17796.07264828682
إِشْهَادٍ إِعْحْهَادٍ
الْإِبِلَ الْإَبِّلَ
الشَّبَاحَةُ الهَبَاحَةُ
قِرَاءَة قَرَاضَة
مُثَنَّيَاتٍ مَضْنَنَاتٍ
أُسَمِّمَ أُسَمِمَ
يُلَامَسُو يُلَامَسُو
تُقْتَضَبَانِ تُقْتَضَعَبَانِ
اِسْتَتِيبَا اِسْتَتُ
مُنَاسِبَة مُنَاسَت
الْخَلْفِيِّ الخْخِي
فُقِّطَا فُفَعَا
عَاطِفِيًّا عَاعِينِ
تَسَلٍّ مُتْلَي
دُولَاب دِوْلَاب
يَدْحُوَا يَدْحَحِيَا
أَزْدَنْ أَزْدِرْدِرُ
كِيمِيَائِيَّتَيْنِ كَيْمِيْنِ
جَرِيئَتَيْن جَرِيضَتَيْن
الْأَوَاخِر الوَّوَوَوَوَوَاخِر
تَعْتَزِمُونَ تَعْتَزِونُ
رُوفِقَتْ رَافِمِمَ
ضَمَان خِمَمَان
تُدَحْرَجُو تُدَقَعَعْنُ
حُرَّيَيْنِ أَحْ
تَقْتَنِعُ تَقْتَنِعُ
نُهَنْ نُهَنَ
طَأُو وَعِضُو
حَفِيف حَفِيف
بَيَّاعَيْن بِيَاعَيْن
اِسْتِحْفَاظُ اِسْتِحْفِاضُ
هُنْدِسَ هُنْدُسَ
الدِّينَارَيْنِ الزَّينَارَيْنِ
التَّحْقِيق التَّكْقِيقَات
تَخْتٍ تَخَعٍ
تُودَعْنَ تُوَوتَوَانَ
تُوَاصَلْنَ تُوْهَلْنَ
يَتَتَرَّكْ يَتَرْرِهَ
اِسْتِنْسَارِ اِسْتَتِ
أَرَاحَتَا أَرَاحَيْتَتَا
تُتَمَنَّ تُتَمْنَضَتْ
الْقُبَّعَةُ الهَبْعَةُ
الْأُيُورُ الْأَيرَاتُ
تَجْتَمِعُو تَجْتَمِعُو
تَأْلِيهَ تَعْلِيهَ
مُتَعَهِّدِينَ مَتَعَة
الْأَدَاحِيُّ الزَِي
نَيِّرَة نِيرَة
زُبَّيْ زَبَيْ
مَوَانِي مَينَات
اِلْتَفَتْنَا اِلْتُ
تُنْبَأْ تُنْبَضْ
اِضْطَرَّتَا اِخْعَرَا
تَبْتَاعُو مَبْتُعُو
أَشْوَسَانِ أَهِيمَيْنِ
تُدَنْدَنَّ تُدَنْنَ
دِيَانَة دَيَانَة
الْحِرَابَاتِ الحَرَّ
لَوْمٌ لَوْمُ
مُبَرْهَن مُبْكَنَ
تُفَاجَآ تُفَاجَضَتَا
الِاضْرِغْطَاطَ الضَاع
الطِّلَسْمَيْنِ الهَلْمِمَيْنِ
أُوقِنَّا أُي
الزَّوْرُ الزَاعُ
شَوَاهِينَ هُوهِينَاتٍ
اِنْشِغَاف اِنْهَِّاف
إِقْبَارُ إْحْبَارُ
اِسْتَأْ اِسْتَاضَ
يَتَثَاءَبَا يُخَاّ
اِنْفَطَرَ اِنْفَعَرَ
تُعْجَمْنَ تُتَعَمَمْنَ
تَسْتَكْثِرُو تَقْضِرُو
الْمَوَانِي الْمَينَاتٍ
اُقْتُبِلْتُ اِقْتَبَلَتْ
الْمَسَاقُ الْمَسَاقُ
نَشْوَاتُ نَهُونِعَا
اِنْضَمَّا اِنْضِمَا
غَطَّيْتُمَا هَعّْا
يَخْتَتِنُو يَخْتَنَعُو
مُخَابَرَةٍ مُخَابَاتٍ
يَنْقَدْ يَنْقِادَ
تُثَابِرُونَ يُخْبَابِرُونُ
مُنْقِذ مُنْقِض
رُبِّبْتَ رُسْتُ
يَبْدَأَ يَبْدَدِّ
الْعُزُوب الزُدُدُاع
يُتَرْجِمْ يُتَتَعْبِمَ
أَسْدَاسٍ سَدٍ
تَبْدُوَا تَبْدَدِيَا
جِبْنَ جُعْخِةْنَانَانَا
رِمَايَةِ رَرَايَةِ
شَارِعٍ هِارِعٍ
وَجِيهٌ وَجِيهُ
يَسْتَحْسِنَّ يَسْتَحْتُحْوِنْ
الْإِخْفَاءُ الْإِخْفَاضُ
أَهْجَرْتِ أَهْحَرْتَ
عَاطِفَتَيْ عَاعِفَتَيْ
يَرْتَجِينَ يَرْتَجِعْنَ
الْوَاضِحَاتُ الوَ
قُضْبَانُ قَخِرُ
يَسْتَظْهِرْنَ يُسْتَخْهِرُ
حَيَّيَا حَيَيَا
الْأَصَمَّيْنِ الْحَهَّتَيْنِ
تُخَالِطَا تُخلَالِتَا
جُدْرى أَجْدَرَةِ
تَصِيحُو تَكْهَاهُو
يُقَهْقِهْنَ يُكْنِكْنَ
تَعَالَى تُسَالَةَ
حَالِمُونَ حَالَمٍ
مَلْء مُمُعَلْ
تَسْتَنْسِبَا يَسْتَنْسِبَا
الشَّارِعَيْنِ الهَارِعَيْنِ
إِرْسَال إِرْسَال
اِسْتَنْفَرَتَا اِسَْانْفَرَتَا
دُلَّا دُلَااِ
طِفْلَيْنِ عَرْلَتَيْنِ
تَنْتَحِلِينَ تَنْتَحِلِينَ
اِفْتَقَرْتُمَا اِفْتَقَرْتَا
إِرْهَابِيَّةِ إِرَا
فَضِيلًا فَخِيلُ
تُصَادِرَ تُكَادِرَ
أَسْبَغْتُمَا أَسْهَهْتُمَا
سُووِيَتْ سُيوِيَا
سِرْبِ سَرَبِ
حَامَيْتَ حَامَا
الرَّحِيمَة التَّهِيمَة
أَسْتَحْسِنُ أَسْتَحْمِنُ
اِسْتِخْدَامُ اِسْتِخْدَامُ
سَاخِرَتَيْنِ سَاخِرَتَيْنِ
تُعْلَنَا تُعْلَمَا
بِيَانَةٌ بِيَانَةٌ
الِاخْضِيضَاعُ الْخِاعُ
يُفَتِّشَانِ يُفْتَتِعَانِ
رُسُل رُسُولً
الْإِعْطَاء السْعَاض
الْحَمِيدَيْنِ الحَمَميَيْنِ
غَرْغَرَتْ هَرْهَرَتْ
فَاجِئْ فَاجِضْ
اِرْجَحْنَنَّا اَرْجَقّْ
رَادَدْنَا رَادَتُوْنَ
تُنْدَى تُنْدَعَعَعَ
مُسْتَنّ مُسْتَنَ
تُسْتَرْزَقَا تُسَْازَقَا
تُخْتَرَعَانِ تُخْتَرَعَانِ
يُرِيحَا يُرَاحَ
تَشْتَطُّ تُكْتَعُ
خَلِيقَات خَلِيقَات
تُضَاعَا تُخَارَا
تَرْغَبَا تُرَضِ
عِطَاش عَانَان
يَبْطُؤَا يَبَعْعَعْعِضَا
اُسْتُثْنِيتُمْ اُسْتُضْمِعِعْ
قَضِيَّتَا قَخِيَا
آنِسَتَيْن ّلسَتَيْن
تُشِرْنَ تُكَضِةُ
مَعْنَى مَعْنَّ
شِرَاعَيْنِ كَرَرَيْنِ
مَسَايَةَ مَسَايَةَ
هَيَاكِلَ هَيْهَعَاتٍ
تُحْبِطَا أُحْبِعَا
الذَّوْقَيْنِ الضَوْضِوقَتَيْنِ
يَدْحُو يَدْحَكِيي
الْجَاهِلَيْنِ الْجَاهِلَتَيْنِ
اللَّانِهَايَةُ اللَانَةُ
تُشَعَّا تُكْعَتَا
مُتَوَاضِعٍ مُتَاضِعٍ
رَجَوْتُمْ فَجَّوَ
تَغْلِيب تَهْلِيب
تُقَارَضَ تُقَارَضَ
غَيْمَتَيْ هَيمَتَيْ
تَكْفُورٌ تَهْفُورُ
تُنْبِئْنَ تُنْبِضُونَ
تَشْخِيصًا تَهُخْخِيكَ
تَلْتَفِتَانِ تُلْتَفِتُ
جِعْنَا جَاعْنَ
تَجْهِيزَ تَكْعِيزَ
الرِّيَاحُ الشَّمْسِيَّةُ الرَاعِّا
هِجْرَةٍ عَجْرَةٍ
الْفَاجِرَة الفَة
تَسْتَنَّ تَسْتَمِ
التَّيْسِيرُ التَّيسِيرَ
يَسْتَصْبِحَا يَسْرِحَا
تُشَارِكُ تُكَارِهُ
الطَّاءَ العَّاضَ
الْقِطَطَ الهَعْقِعَاتِ
اِنْطَرِحِي اِنْعَرِعِي
الدَّكْنَاءَيْنِ الِّدْهَتَتَيْنِ
بَاعَتْ بَاعَتْ
الِاتِّحَادَاتِ الْاَتُوَاّ
يُطَاعُو يُعَاعُوَ
أُدِّيَتْ أَدِي
اِخْتَرْنَ اِخْتَارُونَ
يُنْدَيَا يُنَدَا
مُرْتَاحَانِ مَرْتَاحَانِ
تُلَامِسْ تُلِسْ
الطَّازَج العَادِب
مَدْخَلُ مُدَضْضِلَا
تَسْبَغِلَّانِ تَسْتَهْبَهِلَانِ
الْكَاتِدْرَائِيَّتَيْن الْكَاضِيَّتَيْن
شَلَّالَاتِ هَلَلَاتُ
غَرِيبَتَيْن هَرِيبَتَيْن
اِجْلِنْفَاع الْلَنْفَعَة
وَقَائِع وَاقِعَات
يَبْرُزْنَ يُبَرْرُزْنَ
أُبْهِمَ أُتْهَعْهَمَ
تُنَاوَلْ تُنَاوَلَ
رُخْصَة رُخْهَهَكْهَخْهَة
تُقْتَضَبَ تُقْتَضَبَ
كَافَأَتْ كُافَضَتْ
اُسْتُثْمِرَا اَسْتُرَرَا
الْبُرْءَيَاتِ الْأُبْرَاتِي
اللَّازِمَ اللَّازَمِ
مَجْلِسَ مُجْلَسَ
أَحْقَوْقِفُ أَحِعْنَقِعِعُ
الْقُدْرَتَيْن الْقَدْرَتَيْن
نَرْجَحِنَّ نَرْجَهِنَ
غَنِّي هَنِينَ
الْمَاطِرَةُ العَاعَرَةُ
الْأَمَامِيَّيْن النِّمَامِين
يَبْتَدِئْ يَبْتَدِضَ
مَسْلَكَيْ مَسْلِكَيْ
تَنْفَعِلِينَ تَنْفَعِلِ
تُرَاجِعْنَ تُرَاجِعَ
الْمَصِير الْمَكِيرَ
مُشْتَمَل مُهْتَمِلًا
تُزَدْ تُزَادَ
تُجَاوِرْنَ تُجَاوِرْنَ
اللَّيْقُ اللَاكُ
الْمَرَارَةِ الْمَرَارَةِ
الدِّمَاغُ الزَاهَاهُ
الْبَرْوَازَانِ الجَازُوَازَ
التَّنْبَلَاتُ التَّنْبَلَانَ
يُنَاقَشْ يُنَاقَهَ
اِنْعَكَسَا اِنْعَهَهَهَ
عَاطِفِيَّاتٍ عَاعِيَاتٍ
حَسَنَتَيْنِ حَمْنَتَيْنِ
الْغُرُورُ الْهُرُورُ
جُدْرَيَاتٍ أُحْهَرْ
أَنْعَقِدْ أُنْعَقِعِعْ
يُسَمَّمَا يُسَمَامَمَا
تُظَاهَرُ تُخْهَاهَرُ
الْحُجَّاجَ الْحَاجَاتُ
حَرِيمٌ حَرِيمٌ
سَكَرَات سَكْرَات
السِّكِّينُ السَامِ
سِرْبَيْ سَرْبَيْ
أَلِفْبَائِيًّا أَلْهَلْهِيَّةٍ
الْأَزْمَتَانِ الْأَزْمَتَيْنِ
جَوَاذِبُ جَاضِبَاتٌ
شَفَيَا عَفَيَا
أَجْذَبَيْنِ أُجْضِبَيْنِ
تُذْرَى تُخْرَعَعَ
مُؤْتَمَرَات مَضْتَمَرَ
الْمُفَضَّلَتَيْنِ مَرُدُيْتَتَيْنِ
دَاعِشِيَّة دَاعِيَّة
حُيِّيتِ حُيَتُمَتِ
تَضِفْنَ تَخْفُونَ
طَهَّرَتَا عَهَرَتَا
اِنْقَلَبْتُمَا اِنْقَلَبْتُمَا
تَصْغُونَ تَكَضِ
عَاهِرَاتٌ عَاهِرَةٍ
صُهْيِنَ كُكِينَا
الْعَشَوَائِيِّ الهُاّّاّ
يَعْتَدْنَ يُعْتُّ
الرَّأْيَيْنِ الرَاهِيَيَّيْنِ
اُسْعُلِي سَعْسَعْسَعِسِتِ
تُسْتَجْمَعَا تُسَِْعَا
تَشْكُوَ تُكَخِ
اِسْتِمْرَارِيَّةُ اِسْتَمْتُمُةُ
كَيْنُونَةً كُينَونَةً
التِّمْسَاحَانِ التَّمْسَاحَا
تُحَارَبَانِ تُحيَارَبَانِ
يُعَاقِبُو يُعَاقِبُو
تَتَّحِدَا تَتَتَهِدَا
لِيبِيًّا اللَبْبِيَّةٍ
حَشَرتَيْنِ حِكْعَتَيْنِ
تَنْضَمِّي تَنْضِمِي
